judul,review,rating
Salah satu daya tarik daerah jogjakarta,"Jauh dari kota. Kami menyewa sebuah mobil dan sopir untuk sampai ke daerah umum, biaya sekitar Au $55. Kemudian kita mengambil sebuah jip dengan driver untuk lebih dekat dengan gunung berapi. Ada banyak di sekitar wilayah jip. Sopir kami membawa kami ke restoran favorit saya. Hari yang mahal tapi layak itu. Ada beberapa pilihan makan malam awal, kami mengambil 1,5 jam di sekitar terpendek. Jalan-jalan sangat kasar dan berdebu. Terbaik untuk pergi ketika itu tidak terlalu sibuk atau basah. Di jip tidak memiliki atap. Jika anda memiliki transportasi anda sendiri, anda mungkin dapat untuk mendapatkan ke museum tanpa menyewa sebuah jip area, yang biaya lebih Au $30. Kami mengambil waktu yang lama untuk sampai ke sana tetapi tidak jauh untuk kembali. Pasti ada jalan pintas.",5
Ikuti tantangan ini,"Merapi merupakan salah satu gunung untuk mendaki lebih sulit dibandingkan dengan tempat-tempat populer lainnya seperti bromo dan ijen, tapi biarkan aku memberitahu anda itu benar-benar layak dikunjungi. Aku menikmati tinggal sehingga wayang penguasahaan untuk lintas alam melalui malam (1:30 - 5:00) adalah membosankan dan benar-benar keras ke arah berkonperensi rata-rata, tapi mencapai puncak untuk melihat pemandangan sekitarnya adalah menakjubkan; ini adalah salah satu paling napas mengambil matahari terbit yang aku pernah melihat, dan tidak ada itu bukan hanya pendakian ini yang terjadi memesonaku!Sepanjang perjalanan saya juga melewati orang-orang yang berkemah sebelum berkonperensi jadi saya percaya ini juga dapat diatur. Hotel ini direkomendasikan untuk pergi dengan panduan atau setidaknya orang-orang yang mengikuti rute. Juga ada tidak ada transportasi umum yang nyaman jadi salah satu pergi dengan agen wisata atau mereka dan menyewa sepeda motor dan bagasi di sana.P.s. selalu periksa ketersediaan di muka melalui agen perjalanan karena kupanjat dapat kadang-kadang menjadi ditutup karena gunung berapi yang masih aktif.",5
Ikuti tantangan ini,"Merapi merupakan salah satu gunung untuk mendaki lebih sulit dibandingkan dengan tempat-tempat populer lainnya seperti bromo dan ijen, tapi biarkan aku memberitahu anda itu benar-benar layak dikunjungi. Aku menikmati tinggal sehingga wayang penguasahaan untuk lintas alam melalui malam (1:30 - 5:00) adalah membosankan dan benar-benar keras ke arah berkonperensi rata-rata, tapi mencapai puncak untuk melihat pemandangan sekitarnya adalah menakjubkan; ini adalah salah satu paling napas mengambil matahari terbit yang aku pernah melihat, dan tidak ada itu bukan hanya pendakian ini yang terjadi memesonaku!Sepanjang perjalanan saya juga melewati orang-orang yang berkemah sebelum berkonperensi jadi saya percaya ini juga dapat diatur. Hotel ini direkomendasikan untuk pergi dengan panduan atau setidaknya orang-orang yang mengikuti rute. Juga ada tidak ada transportasi umum yang nyaman jadi salah satu pergi dengan agen wisata atau mereka dan menyewa sepeda motor dan bagasi di sana.P.s. selalu periksa ketersediaan di muka melalui agen perjalanan karena kupanjat dapat kadang-kadang menjadi ditutup karena gunung berapi yang masih aktif.",5
Tidak pernah berhenti!,"Meja layanan wisata di jl melalui agung. prawirotaman (samping ViaVia) jadi mudah. Mereka mengurus semuanya, menjemput anda di sore hari untuk mendaki sepanjang malam untuk melihat sunrise! Mengambil banyak air, dan mengenakan pakaian kaujejali mengobori tahan angin hangat! Tingkat kebersihan dan meskipun tidak semua kelimun membuatnya ke puncaknya, panduan dan tinggal bersama mereka. Untungnya itu tidak hujan untuk kami, mereka bilang itu masih terbuka untuk naik dalam hujan (dan hujan) tapi aku tidak akan senang untuk menjadi lebih berbahaya! Terutama yang terakhir ke 200m berkonperensi! Kotor dan lari abled ke! Sarapan di ujung yang disertakan.",5
Tidak pernah berhenti!,"Meja layanan wisata di jl melalui agung. prawirotaman (samping ViaVia) jadi mudah. Mereka mengurus semuanya, menjemput anda di sore hari untuk mendaki sepanjang malam untuk melihat sunrise! Mengambil banyak air, dan mengenakan pakaian kaujejali mengobori tahan angin hangat! Tingkat kebersihan dan meskipun tidak semua kelimun membuatnya ke puncaknya, panduan dan tinggal bersama mereka. Untungnya itu tidak hujan untuk kami, mereka bilang itu masih terbuka untuk naik dalam hujan (dan hujan) tapi aku tidak akan senang untuk menjadi lebih berbahaya! Terutama yang terakhir ke 200m berkonperensi! Kotor dan lari abled ke! Sarapan di ujung yang disertakan.",5
Baik hari perjalanan,Kami membuat perjalanan sehari melalui wisata di pulau jawa. Bernilai uang untuk mengambil tur jeep. Itu tidak terlalu mahal dan itu menarik untuk melihat apa yang terjadi ketika gunung berapi meletus dengan,4
Baik hari perjalanan,Kami membuat perjalanan sehari melalui wisata di pulau jawa. Bernilai uang untuk mengambil tur jeep. Itu tidak terlalu mahal dan itu menarik untuk melihat apa yang terjadi ketika gunung berapi meletus dengan,4
Tepat Di Dekat,"Ini adalah cukup banyak tapi layak dilakukan untuk mendapat gambaran kekuatan dan kemampuan merusak gunung berapi. Hotel di sekitar situs jipnya memperkuda trepkos adalah bertonjol, berdebu, tetapi hasil akhir dari perjalanan adalah layak. Hal ini sangat populer dan saya tidak ingat menjadi mahal. Baik untuk setengah hari wisata.",4
Tepat Di Dekat,"Ini adalah cukup banyak tapi layak dilakukan untuk mendapat gambaran kekuatan dan kemampuan merusak gunung berapi. Hotel di sekitar situs jipnya memperkuda trepkos adalah bertonjol, berdebu, tetapi hasil akhir dari perjalanan adalah layak. Hal ini sangat populer dan saya tidak ingat menjadi mahal. Baik untuk setengah hari wisata.",4
Tak Terlupakan!,"Kami 4x4 dan pengemudi yang terdengar pertanyaan pertama adalah 'anda ingin lajat rute atau jalur normal?' Kita semua setuju ekstrem rute dan kami tidak menyesalinya. Perhentian pertama adalah salah satu house terletak 4 km jauhnya yang membangkruntukan dari gunung. Kami berhenti satu kali lagi sebelum meluncur ke daerah pegunungan. Sayangnya, pagi itu cukup berkabut, jadi kami tidak dapat melihat puncak gunung. Tapi kami tidak menyesal datang ke sini terutama setelah mendengar cerita tentang letusan terakhir di 2010. Benar-benar luar biasa :( ",5
Tak Terlupakan!,"Kami 4x4 dan pengemudi yang terdengar pertanyaan pertama adalah 'anda ingin lajat rute atau jalur normal?' Kita semua setuju ekstrem rute dan kami tidak menyesalinya. Perhentian pertama adalah salah satu house terletak 4 km jauhnya yang membangkruntukan dari gunung. Kami berhenti satu kali lagi sebelum meluncur ke daerah pegunungan. Sayangnya, pagi itu cukup berkabut, jadi kami tidak dapat melihat puncak gunung. Tapi kami tidak menyesal datang ke sini terutama setelah mendengar cerita tentang letusan terakhir di 2010. Benar-benar luar biasa :( ",5
"Sulit memanjat, tetapi pengalaman yang luar biasa","Kami memutuskan untuk mendaki gunung merapi sebagai menit terakhir keputusan. Kami menemukan sulit untuk mendaki memperusahakan indpendently dari operator tur. Kami membuat kita sendiri cara untuk Boyolali (kurang dari satu jam perjalanan jauhnya dari merapi) seperti yang kita telah melihat Megalang di candi borobudur. Kami pikir karena kita begitu dekat, kita tidak harus melakukan perjalanan sebagai banyak untuk memulai pendakian dan jadi mungkin lebih baik daripada inginmemulai dari yogyakarta. Kami tidak salah! Ketika kami tiba, kami mencoba untuk mendapatkan untuk Boyolali taksimenuju Selo, tetapi diperlukan untuk melakukan atraksi ini untuk pergi untuk itu. Hal ini tak mungkin karena tak ada yang mau bawa kami yang terlambat! Akhirnya kita harus menghubungi operator tur di yogyakarta untuk membawa kami! Untungnya bagi kita kami panduan dan sopir kami membawa kami ke rumahnya Selo di. Semua dalam semua ini adalah tempat yang dingin dan tidak benar-benar sesuatu yang anda exeperience dapat 'sayap', kecuali jika anda benar-benar akrab dengan daerah dll. Saran saya akan pergi dengan tur atau mengatur ini ketika anda berada di kota besar seperti Yogyakart mudah! Dan mungkin sedikit terlalu panjang!",4
"Sulit memanjat, tetapi pengalaman yang luar biasa","Kami memutuskan untuk mendaki gunung merapi sebagai menit terakhir keputusan. Kami menemukan sulit untuk mendaki memperusahakan indpendently dari operator tur. Kami membuat kita sendiri cara untuk Boyolali (kurang dari satu jam perjalanan jauhnya dari merapi) seperti yang kita telah melihat Megalang di candi borobudur. Kami pikir karena kita begitu dekat, kita tidak harus melakukan perjalanan sebagai banyak untuk memulai pendakian dan jadi mungkin lebih baik daripada inginmemulai dari yogyakarta. Kami tidak salah! Ketika kami tiba, kami mencoba untuk mendapatkan untuk Boyolali taksimenuju Selo, tetapi diperlukan untuk melakukan atraksi ini untuk pergi untuk itu. Hal ini tak mungkin karena tak ada yang mau bawa kami yang terlambat! Akhirnya kita harus menghubungi operator tur di yogyakarta untuk membawa kami! Untungnya bagi kita kami panduan dan sopir kami membawa kami ke rumahnya Selo di. Semua dalam semua ini adalah tempat yang dingin dan tidak benar-benar sesuatu yang anda exeperience dapat 'sayap', kecuali jika anda benar-benar akrab dengan daerah dll. Saran saya akan pergi dengan tur atau mengatur ini ketika anda berada di kota besar seperti Yogyakart mudah! Dan mungkin sedikit terlalu panjang!",4
Tempat yang luar biasa," Hanya menghindari akhir pekan dan hari libur nasional atau mempersiapkan diri anda untuk menghadapi ratusan orang. Membawa cukup air, karena tidak ada air untuk mandi. Jika anda berencana untuk membawa tenda dan bermalam di sana, sangat bagus. Hal ini semakin menyenangkan dingin, terutama di awal pagi. Dapat dilakukan dalam satu hari, jika anda di sini jika anda mulai dari Selo. Transportasi publik ini agak rumit, jadi memperharapkan pada anda sendiri. Gunakan Boyolali pada - itu jauh lebih baik daripada salah satu dari kondisi Blabak (Mungkid).",5
Tempat yang luar biasa," Hanya menghindari akhir pekan dan hari libur nasional atau mempersiapkan diri anda untuk menghadapi ratusan orang. Membawa cukup air, karena tidak ada air untuk mandi. Jika anda berencana untuk membawa tenda dan bermalam di sana, sangat bagus. Hal ini semakin menyenangkan dingin, terutama di awal pagi. Dapat dilakukan dalam satu hari, jika anda di sini jika anda mulai dari Selo. Transportasi publik ini agak rumit, jadi memperharapkan pada anda sendiri. Gunakan Boyolali pada - itu jauh lebih baik daripada salah satu dari kondisi Blabak (Mungkid).",5
Menakjubkan untuk melihat remanants dari kehancuran,Kami mengambil tur jeep untuk 4 dari kami. salah satu pihak kami naik di sepeda motor juga offroad dan dia memiliki waktu yang besar. Kami pergi di pagi hari untuk melihat matahari terbit tapi sayangnya itu berawan pagi jadi dikendalai visionku. Mau wisata gunung yang sangat menyenangkan dan tenang sampai penduduk setempat datang ke tempat resepsi pernikahan dan penyaringan untuk pasir untuk membawa di truk-truk besar untuk membangun bendawiah.,4
Menakjubkan untuk melihat remanants dari kehancuran,Kami mengambil tur jeep untuk 4 dari kami. salah satu pihak kami naik di sepeda motor juga offroad dan dia memiliki waktu yang besar. Kami pergi di pagi hari untuk melihat matahari terbit tapi sayangnya itu berawan pagi jadi dikendalai visionku. Mau wisata gunung yang sangat menyenangkan dan tenang sampai penduduk setempat datang ke tempat resepsi pernikahan dan penyaringan untuk pasir untuk membawa di truk-truk besar untuk membangun bendawiah.,4
"Perjalanan gunung berapi dengan sedikit ""kematian kepariwisatawan""","Merapi yang meletup iast di 2010 menjadi rasa ubi jalar. Ada tiga jenis wisata, dasar, menengah dan jangka panjang. Mereka tidak murah, mulai dari rp 350 000 per jipnya. Perlu diketahui bahwa jalan dapat cukup boneshaking, jadi bersiaplah untuk itu. Hari kami pergi itu benar-benar jadi kita benar-benar tidak melihat banyak dari sudut pandang gunung berapi. Perlu waktu satu jam setengah untuk tur dasar. Anda melihat ""museum"" di desa yang dihancurkan di letusan terakhir, yang masih terpelihara sisa peninggalan yang pedih, mesin jahit, buku-buku, pot dan panci, tv sudah tua, kerangka sapi. Kematian kepariwisatawan menjadi apa itu disiapkan untuk langsar wyden berperan dengan tanda-tanda v untuk foto-foto. Ada saat di mana orang-orang teduh selama letusan dengan sebelum dan setelah gambar. Tidak banyak untuk melihat di sana. Itu menarik tetapi tidak apa-apa yang wajib dilakukan.",3
"Perjalanan gunung berapi dengan sedikit ""kematian kepariwisatawan""","Merapi yang meletup iast di 2010 menjadi rasa ubi jalar. Ada tiga jenis wisata, dasar, menengah dan jangka panjang. Mereka tidak murah, mulai dari rp 350 000 per jipnya. Perlu diketahui bahwa jalan dapat cukup boneshaking, jadi bersiaplah untuk itu. Hari kami pergi itu benar-benar jadi kita benar-benar tidak melihat banyak dari sudut pandang gunung berapi. Perlu waktu satu jam setengah untuk tur dasar. Anda melihat ""museum"" di desa yang dihancurkan di letusan terakhir, yang masih terpelihara sisa peninggalan yang pedih, mesin jahit, buku-buku, pot dan panci, tv sudah tua, kerangka sapi. Kematian kepariwisatawan menjadi apa itu disiapkan untuk langsar wyden berperan dengan tanda-tanda v untuk foto-foto. Ada saat di mana orang-orang teduh selama letusan dengan sebelum dan setelah gambar. Tidak banyak untuk melihat di sana. Itu menarik tetapi tidak apa-apa yang wajib dilakukan.",3
"Sangat mengesankan, sedih, tapi sangat bertonjol jipnya memperkuda!","Tempat yang sangat menarik. Kami mengambil sebuah jip naik di sekitar, yang sangat populer. Desa dihancurkan oleh letusan besar terakhir kami adalah pedas. Berharap untuk hari yang cerah sehingga anda dapat melihat puncak gunung itu, yang adalah sangat mengesankan. Diperingatkan bahwa hotel ini sangat sangat bertonjol jipnya memperkuda. Jika anda menderita dari penyakit spondylosis atau beberapa yang modern, bahkan meminta jeqp memperkuda. Tidak ada peringatan, dan itu adalah masalah besar. Orang-orang di luar mungkin harus tinggal jauh dari juga sangat berhati-hati. ",5
"Sangat mengesankan, sedih, tapi sangat bertonjol jipnya memperkuda!","Tempat yang sangat menarik. Kami mengambil sebuah jip naik di sekitar, yang sangat populer. Desa dihancurkan oleh letusan besar terakhir kami adalah pedas. Berharap untuk hari yang cerah sehingga anda dapat melihat puncak gunung itu, yang adalah sangat mengesankan. Diperingatkan bahwa hotel ini sangat sangat bertonjol jipnya memperkuda. Jika anda menderita dari penyakit spondylosis atau beberapa yang modern, bahkan meminta jeqp memperkuda. Tidak ada peringatan, dan itu adalah masalah besar. Orang-orang di luar mungkin harus tinggal jauh dari juga sangat berhati-hati. ",5
Nikmati jalur lintas alam di gunung berapi,"Menghabiskan beberapa jam yang indah di hari yang indah berjalan dekat dengan gunung berapi. Pemandangan luar biasa, layak usaha, mengambil banyak foto. Anda dapat dengan jelas melihat kaldera. ",5
Nikmati jalur lintas alam di gunung berapi,"Menghabiskan beberapa jam yang indah di hari yang indah berjalan dekat dengan gunung berapi. Pemandangan luar biasa, layak usaha, mengambil banyak foto. Anda dapat dengan jelas melihat kaldera. ",5
View merapi yang agung dengan kudakan jipnya seru untuk keluarga,"Kami memutuskan untuk pergi pada tur untuk mengunjungi gunung merapi jipnya. Bagian terbaik dari tur adalah menarik jipnya memperkuda. Anak saya tidak bisa lebih bahagia. Jalan-jalan yang paling bertonjol kauhalangi jadi kami senang kami pergi dengan 4WD. Karena di sepanjang jalan tidak benar-benar menarik bagi kami. Ini jipnya memperkuda dan melihat merapi yang kita cintai. Anak saya terutama menyukai bagaimana jeqp masuk ke sungai benar-benar cepat dan air memercik ke mana-mana.Kami pergi dengan wisata jogja yang kami baca di majalah maskapai. Kami bahagia dengan mereka karena mereka sangat responsif. Mereka menjemput kami dari hotel (sekitar 1,5 hr jauh dari apa yang mereka sebut sebagai base camp atau titik awal) dan berjalan di luar.",4
View merapi yang agung dengan kudakan jipnya seru untuk keluarga,"Kami memutuskan untuk pergi pada tur untuk mengunjungi gunung merapi jipnya. Bagian terbaik dari tur adalah menarik jipnya memperkuda. Anak saya tidak bisa lebih bahagia. Jalan-jalan yang paling bertonjol kauhalangi jadi kami senang kami pergi dengan 4WD. Karena di sepanjang jalan tidak benar-benar menarik bagi kami. Ini jipnya memperkuda dan melihat merapi yang kita cintai. Anak saya terutama menyukai bagaimana jeqp masuk ke sungai benar-benar cepat dan air memercik ke mana-mana.Kami pergi dengan wisata jogja yang kami baca di majalah maskapai. Kami bahagia dengan mereka karena mereka sangat responsif. Mereka menjemput kami dari hotel (sekitar 1,5 hr jauh dari apa yang mereka sebut sebagai base camp atau titik awal) dan berjalan di luar.",4
