"","judul","rating","review"
"858","menyukai pemandangan",5,"merapi adalah yang paling dan berbahaya vulcano tapi benarbenar pemandangan indah di samping merapi ada di gunung lain anda dapat menyewa mobil jip untuk membawa anda berkeliling saya benarbenar menikmati pemandangan"
"859","Pasti layak",5,"sayangya seperti yang disebutkan sebelumnya musim hujan adalah tidak tempat terbaik untuk menjelajahi merapi saya sudah menganggap diri menjadi beruntung untuk melihat matahari terbit dan dengan jeep lava tur ini the sunrise on setumbu hill dengan borobudur dan merapi view adalah hanya menakjubkan meskipun langit mendung saya berhasil mengambil lava tur dari upaya kedua tiba pertama kali ke titik awal kaliurang saya bertemu hujan lebat yang tidak berhenti sampai malam hari ketika saya datang kembali lagi saya lebih beruntung mengambil lava jeep tour dengan   idr termurah satu sangat mengesankan meskipun saya tidak melihat merapi karena awan dan bahkan ini adalah untuk sekitar  menit hujan namun demikian saya menikmati banyak pemandangan mengesankan batu yang masih panas dari erruption terakhir rumah dan halhal yang terpengaruh oleh lava menakjubkan"
"860","Kebanyakan Makan",5,"merekomendasikan untuk memiliki tur bersama d dengan jeep saya pikir ini adalah yang terbaik di antara kegiatan d terbaik st time untuk mengalami petualangan road"
"861","Kecewa diberikan kurangnya akses ke berapi di bulan februari",3,"jika anda ingin benarbenar jalur naik gunung ini dan melihat kawahmenjadi gunung berapi itu sendiri tidak mengunjungi di februari karena itu adalah musim hujan dan tidak ada yang bisa pergi melewati base camp yang tidak bahkan benarbenar di kaki gunung kami benarbenar ingin melakukan matahari terbit mendaki mulai malam sebelum tapi naik gunung berapi adalah di luar pertanyaan kedua karena itu adalah musim hujan dan karena berapi cenderung aktif di bulan februari kami memesan tur melalui hotel kami yang adalah outsource untuk angsa indonesia tour company untuk  masingmasing semua di  perjalanan kami adalah sebagai berikut mobil kami dan pemandu wisata iqbal  sangat informatif dan profesional membawa kami ke pegunungan m di atas permukaan laut ke base camp kami kemudian memilih untuk melakukan  menit mendaki di lancar jalan beraspal ke di mana satu house dihancurkan  itu menarik melihat old remnants namun tidak apaapa super luar biasa bukannya mendaki anda bisa memilih untuk sebuah jip naik  biaya tambahan untuk membawa anda sampai ke gunung sedikit lebih jauh dari base camp melalui rute lain  sepertinya tidak banyak lebih jauh dan jadi kami tidak berpikir itu layak biaya tambahan dari sana kami melanjutkan untuk sebuah area yang lengkap lahar yang mengeras dari waktu ke waktu telah menjadi penuh dengan batubatu kecil dan kerikil sehingga tidak sebagai menakjubkan sebagai salah satu akan berharap lalu kami turun kembali ke base camp dan kembali ke mobil untuk melanjutkan turun gunung ke museum yang adalah pemberhentian terakhir dari tur kami museum menarik dengan lebih pengetahuan teoretis sekitar gunung berapi dan beberapa keren luatu soundsletusan sekali di atas mereka menurunkan kami kembali di hotel kami meskipun gunung merapi ini indah megah dan menarik yang diberikan itu tidak dapat diramalkan itu mengecewakan bahwa kami tidak mampu untuk sepenuhnya mengalami di perjalanan kami menyukainya pemandu wisata kami iqbal seperti disebutkan sebelumnya sangat informatif dan profesional dan kami pasti akan merekomendasikan dia untuk lain calon pelancong"
"862","Sekali dalam seumur hidup pengalaman",5,"trekking gunung merapi untuk sunrise dengan dua teman lain adalah oleh jauh yang paling seru dan berkesan kegiatan dari perjalanan kami ke indonesia kami memesan paket kami melalui venezia rumahtinggal dan memiliki  panduan dengan kami saya akan merekomendasikan menyiapkan di muka untuk petualangan ini karena anda harus memiliki peralatan yang tepat sepatu baju tas dan harus dalam kondisi yang cukup cocok karena mendaki cukup tinggi terutama di dekat akhir meskipun perjalanan yang menantang pemandangan matahari terbit di puncak adalah benarbenar menakjubkan dan layak pengalaman"
"863","Thriller",5,"yang harus melihat dan pengalaman perjalanan di jippemandangan yang fantastis dan mengesankan waktumenikmati setiap menit dan saat"
"864","layak mengunjungi",3,"memberi anda ide dari kehancuran ketika alam menunjukkan kepadanya keberanian dan merusak ciptaan jadi mudah anda merasa sangat kecil dan tidak berdaya"
"865","Melihat ini luar biasa gunung berapi dekat dan pribadi!",5,"sopir kami membawa kami ke jeep x tour yang adalah pengalaman yang tak terlupakan wisata rocky road dan membuat perjalanan salah satu dunia gunung berapi paling aktif pengalaman yang luar biasa bahwa berlangsung selama sekitar  menit menarik untuk melihat hasil erupsi  dan belajar tentang betapa banyak orang masih terus hidup di lereng berapi yang jelas sangat berbahaya berarti hidup the x sopir berhenti di banyak tempat menunjukkan kepada kita tempat menarik dan mengambil gambar bagi kita tur juga termasuk perjalanan ke museum yang termasuk banyak item pulih dari letusan tersebutsemua dalam semua pengalaman hebat dan harus melakukan di yogya"
"866","Satu kata sederhana, mengagumkan!",5,"pergi ke sana dengan  turis finlandia dari hostel tiba daerah ini anda diwajibkan untuk menyewa sebuah jip biaya tergantung paket yang anda pilih anda mendapatkan kesempatan untuk melihat seluruh area gunung berapi merapi museum yang pasti harus mengunjungi"
"867","Perjalanan yang mengagumkan...",4,"hi harap melakukan kunjungan gunung merapi melalui lokal jeep  roda petualangan hotel ini pergi mezuem yang akan memberikan u rasa"
"868","Sunrise Gunung Merapi",4,"melakukan malam berjalan ke puncak gunung berapi itu sulit berjalan kaki tetapi jika anda tidak seperti yang saya kira anda tidak akan melakukan perjalanan seperti ini saya adalah dengan sekelompok sekitar  orangorang yang semua baik siap saya tidak dan saya senang bahwa saya bisa menggunakan yang dibajak dari salah satu anggota kelompok di atas gunung berapi itu sangat dingin tapi pemandangan sangat menakjubkan dalam perjalanan turun pemandu menunjukkan kepada kami bagaimana kami bisa turun secepat mungkin yang berarti berjalan di anda menyembuhkan yang sangat menyenangkan saya akan melakukannya lagi tapi lain kali saya akan membawa baju hangat dan baik hiking sepatu"
"869","Berharap untuk hari yang cerah",4,"pemandangan yang indah di sepanjang jalan tapi kami memiliki hari berawan masih mempunyai pemandangan bagus od berapi tapi tidak atas layak pergi ke restoran yang sangat wajar dan memiliki pemandangan yang luar biasa nikmat"
"870","Layak naik jip bergelombang",5,"gunung berapi aktif dengan banyak sejarah untuk itu termasuk terbaru letusan kembali di  yang harus mengunjungi untuk menambah pengalaman anda"
"871","nature's mungkin",3,"saya cukup yakin perjalanan ini adalah harus pada daftar yang harus dilakukan ketika mengunjungi jogja tetapi karena cuaca tidak bermain bersama dengan kami pada hari kami pergi pengalaman saya adalah hanya ratarata hujan cukup banyak sepanjang hari jadi ada melumpuri dan lumpur di manamana sopir jeep kami sangat bagus tapi mendorongmu ke tempat yang romantis di pegunungan jalan sementara memegang membuat pergeseran lembaran plastik mesin cuci pengering tidak menyenangkan anda dapat melihat kehancuran letusan ini di manamana tapi kami tidak bisa melihat setiap terowongan aktif mungkin karena hujan turunjuga tidak mengerti apa masalah besar tentang alien rock adalah itu hanya tampak seperti rock lainnya di area ini tapi jauh lebih besarjika anda memiliki waktu daripada def melakukannya tapi pastikan untuk melakukannya pada hari yang cerah ketika anda dapat benarbenar melihatmelakukan sesuatu"
"872","Sangat menyenangkan!",5,"sangat menyenangkan tidak ada untuk tidak suka tentang perjalanan tapi anda harus melihat ramalan cuaca karena anda akan naik wd terbuka"
"873","Mengesankan berapi, pemandangan indah",5,"pagi ini hujan tapi kami berjudi untuk cuaca yang lebih baik di merapi dan kami beruntungjarak  menit berkendara di  untuk mencapai base station sangat semua jip yang menunggu untuk anda kami menyarankan untuk pergi ke sana lebih awal tidak untuk sunrise pagi mitos yang baik tetapi untuk menghindari berada di sebuah jip kemacetan di jalur kami mengambil tur media yang cukupketika kami hampir selesai outstanding hotel jip naik hill memperlambat semua orang turun dan jika anda pergi lebih awal anda bisa mendapatkan beberapa baik kamera yang tersisa tanpa orang lain di dalamnyasopir akan berhenti di beberapa lokasi kami sangat beruntung bahwa langit dibersihkan selama  menit luar biasa untuk melihat puncak merapi tetapi juga pemandangan menakjubkan ke arah yogyakartaseperti yang disebutkan di ulasan lain perjalanan sedikit bergelombang tapi benarbenar tidak ekstrem atau berbahaya setidaknya jika gunung berapi ini adalah tenangsangat direkomendasikan jika anda ingin melarikan diri dari panasnya kota yogyakarta atau anda butuh istirahat dari anda dosis harian destinasi budaya"
"874","Lain awesome alasan untuk mengunjungi yogya",5,"kami melaju ke dasar gunung mendapatkan beberapa pemandangan yang bagus di perjalanan sulit untuk percaya tidak lama yang lalu ini adalah sebuah gunung berapi aktif tapi bagaimana dari letusan terakhir ini ada di manamana untuk melihat membuatnya bahkan lebih menakjubkan kami mendapat tur jeep sekitar gunung berapi ini adalah bernilai uang saya berharap tempat ini pergi untuk melakukan yang lebih tinggi tapi itu yang anda butuhkan untuk naik sepeda motor dan kami memiliki anakanak jadi tidak bisa melakukan itu masih itu spektakuler dan pengingat yang baik bahwa gunung berapi adalah nyata dan mereka melakukan meletus menyebabkan kerusakan besar anakanak muda saya mencintai cara mengumpulkan the rocks dan belajar tentang geologi"
"875","Yang harus mencoba ketika mengunjungi yogya",4,"anda harus mencoba mengambil jeep dan pergi untuk setidaknya  jam tur ke area merapi meskipun saya telah mengambil tur ini  kali sebelum saya tidak pernah bosan lebih baik menggunakan jeep dari kali kuning dan mencoba jadah tempe"
"876","Menakjubkan",4,"kami mengambil sebuah jip yang mengasyikkan membawa kami ke sungai melalui yang lava mengalir ujung gunung tidak sangat terlihat karena kondisi cuaca meskipun ini kami masih menikmati pemandangan"
"877","Pengalaman yang tak terlupakan",5,"orang tua saya dan anakanak saya benarbenar menyukai pengalaman bergelombang terutama karena kami hanya sopir jeep  tahun hahahaharus mencoba ini jika anda mengunjungi yogya"
"878","Akhirnya kami datang ke sini...",5,"ini merupakan perjalanan yang berkesanmenikmatinya banyak kami tiba di sana di sekitar am hanya memiliki cukup waktu untuk menunggu sunrise mengambil foto yang menariksebuah tambahan yang sangat bagus dari alam yang indah jalur tersebut tertinggal dari gunung berapi masih terasa seperti segar satu kami masih dapat menemukan asap keluar dari pasir kami akan menampilkan house mini museum  memory dari gunung berapianda dapat melihat semua halhal dari buku sepatu pakaian gelas cangkir radio tv dll semua adalah membungkuklokal orangorang yang menempatkan tulang sapi atau hewan lainnya untuk menghafalkan dari letusan gunung berapi bagaimana dampak buruk bagi mereka"
"879","Pengalaman yang tak terlupakan",4,"setelah belajar dari letusan gunung berapi di  saya selalu berada di hatiku yang mengunjungi tempat ini mengambil sebuah jip untuk perjalanan pendek satu dan setengah jam  yang terpanjang dapat naik ke  jam kami menetap untuk pendek karena itu sudah gerimis ketika kami tiba itu bergelombang naik jeep yang saya tidak keberatan pemandangannya indah dari atas tapi melihat kehancuran dan kerusakan kami benarbenar merasa untuk orangorang ini "
"880","Pengalaman menyenangkan",4,"kami mengambil sebuah jip naik untuk mendapatkan kami sekitar sini pada awalnya kami ingin mendaki tapi memutuskan itu kan waktu kami adalah lebih baik menghabiskan melakukan sesuatu yang lain maaf tidak banyak dari penjelajah alam di sini terima kasih tuhan untuk layanan hari itu sendiri kami berhasil untuk menikmati pemandangan dan tidak begitu menikmati sangat bergelombang naik jip itu pasti yang menarik dan pengalaman baru itu berawan ketika kami mengunjungi tapi kami berhasil untuk melihat puncak gunung berapi selama beberapa detik sebelum itu tertutup dengan awan lagi"
"881","pemandangan luar biasa di atas!",5,"view sangat bagus tempat ini agak sulit tapi nilai untuk usaha anda"
"882","Mengesankan",4,"wow menjadi begitu dekat dengan gunung berapi aktif memberikan anda rasa petualangan pemandangannya mengagumkan dan orangorang yang sangat membantu  ramah bisa memberikan lebih banyak pilihan menu"
"883","mendaki gunung berapi ini untuk sunrise terbaik di pulau jawa",5,"kami memesan tur untuk menaiki gunung merapi dari k rp guesthouse untuk kami ini termasuk transportasi ke dan dari selo jumpoff point sarapan kecil dan mereka disediakan kami dengan lampu kepala saya membawa satu dengan saya meskipun kami menemukan itu benarbenar murah dibandingkan dengan lain lebih populer gunung berapi di pulau jawakelompok kami  meninggalkan yogyakarta di  di malam hari di selo kami diberi kopi dan teh sambil menunggu untuk am untuk memulai pendakiannaik sangat curam naik saya menemukan diriku menggunakan tangan saya di beberapa bagian untuk berpegangan ke akar atau rocks untuk membantu saya mendaki meskipun sulit teman saya yang tidak benarbenar ke hikingmendaki membuatnya ke atasitu dingin tapi segera setelah kami mulai mendaki saya berkeringat bahkan dengan hanya lapisan dasar di saya hanya harus menempatkan angin pemecah ketika kami mencapai pelana dan angin kencang tidak berhenti bertiupbagian terakhir naik di longgar pasir dan kerikil dan kemudian beberapa batubatu besar oleh itu mulai mendapatkan cahaya dan kami mungkin harus dimulai  menit sebelumnyakami menghabiskan hanya sekitar  menit di crater rim saya merasa hal ini sangat berbahaya dengan angin kencang tidak ada benarbenar tempat untuk hang out karena rim sangat sempit dan kawah adalah  m drop tapi masih kami memiliki pemandangan sunrise yang sangat indah terlalu buruk atau baik bahwa hanya beberapa orang turismendapatkan untuk melihat ini meskipun jauh lebih banyak orangorang yang memanjat di akhir pekan ketika kami berada di sana hanya beberapa lokal tempat dengan kami pemanjat tebing bersama"
